"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier:","H8/H8/B1001NCBA","H8/H8/B1002NCBA","H8/H8/B1003NCBA","H8/H8/B1301NCBA","H8/H8/B1302NCBA","H8/H8/B1011NCBA","H8/H8/B1303NCBA","H8/H8/B1304NCBA","H8/H8/B1020NCBA","H8/H8/B1023NCBA","H8/H8/B1026NCBA","H8/H8/B1221NCBA","H8/H8/B1027NCBA","H8/H8/B1220NCBA","H8/H8/B3219NCBA","H8/H8/B1215NCBA","H8/H8/B1216NCBA","H8/H8/B1217NCBA","H8/H8/B1218NCBA","H8/H8/B1029NCBA","H8/H8/B1247NCBA","H8/H8/B3248NCBA","H8/H8/B1243NCBA","H8/H8/B2245NCBA","H8/H8/B3305NCBA","H8/H8/B1030NCBA","H8/H8/B2310NCBA","H8/H8/B1043NCBA","H8/H8/B1048NCBA","H8/H8/B3092NCBA","H8/H8/B1047NCBA","H8/H8/B3053NCBA","H8/H8/B1151NCBA","H8/H8/B1058NCBA","H8/H8/B1072NCBA","H8/H8/B1110NCBA","H8/H8/B3094NCBA","H8/H8/B1100NCBA","H8/H8/B3095NCBA","H8/H8/B1152NCBA","H8/H8/B1091NCBA"
"Time Period","B1001NCBA","B1002NCBA","B1003NCBA","B1301NCBA","B1302NCBA","B1011NCBA","B1303NCBA","B1304NCBA","B1020NCBA","B1023NCBA","B1026NCBA","B1221NCBA","B1027NCBA","B1220NCBA","B3219NCBA","B1215NCBA","B1216NCBA","B1217NCBA","B1218NCBA","B1029NCBA","B1247NCBA","B3248NCBA","B1243NCBA","B2245NCBA","B3305NCBA","B1030NCBA","B2310NCBA","B1043NCBA","B1048NCBA","B3092NCBA","B1047NCBA","B3053NCBA","B1151NCBA","B1058NCBA","B1072NCBA","B1110NCBA","B3094NCBA","B1100NCBA","B3095NCBA","B1152NCBA","B1091NCBA"
1977-01-05,793338.7,226966.0,138476.0,,,88490.0,,,566372.7,185094.6,148600.1,,,,,,,,,116647.0,,,,,116031.0,,,,112788.3,,5331.9,49550.2,1000003.0,840364.0,140759.0,,22530.6,,26467.1,880300.5,119702.5
1977-01-12,794169.7,227890.0,139393.0,,,88497.0,,,566279.7,185395.7,149107.8,,,,,,,,,117142.3,,,,,114634.0,,,,110466.6,,5333.2,51487.6,1000649.1,827742.9,140785.9,,22550.7,,27407.8,868303.1,132346.1
1977-01-19,794109.2,226986.0,139059.0,,,87927.0,,,567123.2,185700.1,149634.8,,,,,,,,,117477.4,,,,,114311.0,,,,107705.2,,5460.3,50249.4,996732.4,821924.4,141696.4,,22204.1,,28091.9,863393.2,133339.2
1977-01-26,792072.2,225594.0,136990.0,,,88604.0,,,566478.2,186161.1,150228.7,,,,,,,,,117843.3,,,,,112245.0,,,,109992.1,,5594.9,49985.8,994425.9,808836.4,141766.4,,22054.5,,28056.9,850072.6,144353.2
1977-02-02,793288.9,224917.0,136493.0,,,88424.0,,,568371.9,186627.9,150604.1,,,,,,,,,118069.9,,,,,113070.0,,,,103056.0,,5538.4,51712.1,990630.7,818116.0,142486.0,,22065.2,,28563.4,859714.6,130916.1
1977-02-09,795088.4,226415.0,137700.0,,,88715.0,,,568673.4,186900.1,151079.4,,,,,,,,,118317.8,,,,,112376.0,,,,103499.7,,5320.1,52215.8,991515.5,808117.3,143723.3,,21881.7,,28634.2,849697.2,141818.3
1977-02-16,798810.5,228118.0,139613.0,,,88505.0,,,570692.5,187024.6,151691.1,,,,,,,,,119146.8,,,,,112830.0,,,,100043.6,,5296.2,51040.3,990616.4,815487.7,144313.7,,22327.2,,28659.6,858319.9,132296.5
1977-02-23,798805.1,227908.0,139087.0,,,88821.0,,,570897.1,187758.3,151953.2,,,,,,,,,119406.6,,,,,111779.0,,,,107923.2,,5498.3,52058.4,1001662.0,818426.1,143855.1,,22719.2,,28933.3,862007.9,139654.1
1977-03-02,802678.9,229029.0,141096.0,,,87933.0,,,573649.9,188496.1,152514.3,,,,,,,,,119866.5,,,,,112773.0,,,,106600.9,,5559.4,53478.4,1004481.6,824847.3,144266.3,,22384.2,,30119.2,869341.5,135140.0
1977-03-09,805360.8,230562.0,142702.0,,,87860.0,,,574798.8,188939.9,152841.9,,,,,,,,,120120.9,,,,,112896.0,,,,104878.3,,5523.5,51759.9,1005676.2,817607.1,145007.1,,22684.3,,29664.1,862163.0,143513.2
1977-03-16,808907.9,231332.0,143165.0,,,88167.0,,,577575.9,188825.6,153502.0,,,,,,,,,120534.4,,,,,114714.0,,,,109754.3,,5713.4,51846.6,1016228.4,836146.1,145183.1,,22974.9,,30310.5,881441.5,134786.9
1977-03-23,808365.4,230418.0,142277.0,,,88141.0,,,577947.4,189508.8,154035.5,,,,,,,,,121240.1,,,,,113163.0,,,,117307.1,,5721.4,50596.1,1016957.4,821456.9,145671.9,,23926.4,,30284.0,867611.4,149346.1
1977-03-30,808948.1,230123.0,141764.0,,,88359.0,,,578825.1,189457.2,154484.7,,,,,,,,,121392.2,,,,,113491.0,,,,115984.6,,5629.7,49885.2,1017041.5,829881.4,146646.4,,24074.2,,30335.6,876028.7,141012.8
1977-04-06,813171.9,232377.0,144508.0,,,87869.0,,,580794.9,189683.9,154964.6,,,,,,,,,121590.4,,,,,114556.0,,,,107212.4,,5792.2,51770.3,1020972.2,845386.2,147274.2,,23282.6,,30258.7,889914.0,131058.2
1977-04-13,813569.8,231777.0,143128.0,,,88649.0,,,581792.8,189882.5,155623.7,,,,,,,,,122032.6,,,,,114254.0,,,,112831.2,,6067.0,52125.7,1023529.8,844657.5,147292.5,,23184.4,,30109.7,888548.1,134981.7
1977-04-20,818496.8,234211.0,143373.0,,,90838.0,,,584285.8,190387.1,156239.8,,,,,,,,,122769.0,,,,,114890.0,,,,109361.3,,5924.3,50141.1,1021290.4,842596.6,147201.6,,23114.2,,29510.4,885838.9,135451.5
1977-04-27,817833.8,231709.0,139703.0,,,92006.0,,,586124.8,190921.2,156850.1,,,,,,,,,123438.5,,,,,114915.0,,,,110225.0,,6199.1,49903.9,1020024.7,833939.7,147129.7,,24769.3,,30153.5,879229.0,140795.7
1977-05-04,819876.7,231703.0,140105.0,,,91598.0,,,588173.7,190801.4,157358.2,,,,,,,,,123781.1,,,,,116233.0,,,,112762.5,,6173.4,51564.7,1028916.5,843064.8,147693.8,,23706.2,,31302.1,888137.8,140778.7
1977-05-11,821733.8,232340.0,140653.0,,,91687.0,,,589393.8,191309.1,157929.7,,,,,,,,,124396.0,,,,,115759.0,,,,107740.6,,6344.5,51169.8,1024297.3,833239.4,148289.4,,24412.0,,31245.1,879121.9,145175.4
1977-05-18,823197.8,231614.0,139640.0,,,91974.0,,,591583.8,191409.7,158505.1,,,,,,,,,124710.9,,,,,116958.0,,,,108999.4,,6371.2,49610.1,1027109.7,841175.6,149112.6,,24047.3,,30783.6,886561.3,140548.3
1977-05-25,824192.2,231058.0,138511.0,,,92547.0,,,593134.2,192386.5,159150.5,,,,,,,,,125308.1,,,,,116289.0,,,,109500.9,,6446.9,48832.7,1028299.1,834165.4,149254.4,,24837.2,,30941.6,880549.4,147749.7
1977-06-01,826374.4,230759.0,138388.0,,,92371.0,,,595615.4,192704.8,159636.9,,,,,,,,,125164.8,,,,,118109.0,,,,117531.2,,6517.2,51284.9,1043209.1,862613.1,150002.1,,24385.5,,32250.2,909349.0,133860.1
1977-06-08,828051.0,232431.0,140520.0,,,91911.0,,,595620.0,193093.6,159985.3,,,,,,,,,125726.2,,,,,116815.0,,,,111849.5,,6260.9,51293.3,1039213.8,847576.7,151013.7,,23928.0,,32040.7,893680.6,145533.3
1977-06-15,832534.8,234072.0,141846.0,,,92226.0,,,598462.8,193004.7,160545.1,,,,,,,,,126354.0,,,,,118559.0,,,,117928.5,,6517.7,50148.9,1047956.6,872955.8,151433.8,,24332.4,,32360.7,920092.4,127864.1
1977-06-22,830813.0,231810.0,139437.0,,,92373.0,,,599003.0,193903.7,160957.6,,,,,,,,,126916.7,,,,,117225.0,,,,115697.1,,6223.0,49182.0,1039022.0,849283.4,152175.4,,25745.4,,31597.1,897116.5,141905.5
1977-06-29,832785.8,230939.0,137883.0,,,93056.0,,,601846.8,194260.1,161148.4,,,,,,,,,127491.2,,,,,118947.0,,,,113510.6,,6354.6,47963.3,1037930.0,852469.0,152181.0,,26536.1,,31650.2,901160.1,136770.0
1977-07-06,831743.1,229789.0,136983.0,,,92806.0,,,601954.1,194103.1,161595.4,,,,,,,,,127481.6,,,,,118774.0,,,,118975.2,,6283.0,51225.4,1048609.1,878532.2,152508.2,,24466.3,,31311.0,923643.5,124965.6
1977-07-13,834049.0,230789.0,137340.0,,,93449.0,,,603260.0,194508.2,162567.1,,,,,,,,,127950.7,,,,,118234.0,,,,113639.2,,6524.9,50783.0,1046625.2,862541.0,152956.0,,24647.6,,30729.0,907213.4,139411.8
1977-07-20,836874.3,231092.0,137412.0,,,93680.0,,,605782.3,194942.5,163184.2,,,,,,,,,128653.5,,,,,119002.0,,,,117173.7,,6451.9,49128.4,1049030.3,863882.2,152833.2,,24366.5,,31448.5,909313.0,139717.2
1977-07-27,836783.3,229716.0,135890.0,,,93826.0,,,607067.3,196299.5,163714.9,,,,,,,,,129027.9,,,,,118025.0,,,,117507.9,,6573.7,48667.6,1049282.0,856072.7,153027.7,,25132.6,,30273.2,900860.5,148421.5
1977-08-03,839073.6,229865.0,136518.0,,,93347.0,,,609208.6,196454.8,164270.7,,,,,,,,,129395.1,,,,,119088.0,,,,116008.7,,6310.9,49566.2,1052119.6,868076.6,153832.6,,24541.7,,31348.7,913281.8,138837.8
1977-08-10,841487.7,229346.0,135488.0,,,93858.0,,,612141.7,197045.5,165277.9,,,,,,,,,129795.3,,,,,120023.0,,,,113860.6,,6158.4,49804.4,1053159.5,857668.8,153679.8,,24479.6,,31911.0,903854.6,149304.9
1977-08-17,843131.0,230862.0,137314.0,,,93548.0,,,612269.0,196908.3,165543.7,,,,,,,,,130229.1,,,,,119588.0,,,,113163.0,,6384.6,47805.1,1052075.6,861387.2,153792.2,,24694.6,,31745.3,908249.4,143826.2
1977-08-24,843155.1,230402.0,136520.0,,,93882.0,,,612753.1,197904.7,165916.6,,,,,,,,,130641.8,,,,,118290.0,,,,115808.1,,6341.7,47571.3,1055338.1,851250.8,153510.8,,25367.6,,31543.9,898833.5,156504.6
1977-08-31,846054.3,230209.0,135757.0,,,94452.0,,,615845.3,198536.9,166382.2,,,,,,,,,130967.2,,,,,119959.0,,,,122794.2,,6036.1,49482.9,1064096.1,870682.2,153882.2,,25286.8,,31918.9,918192.5,145903.6
1977-09-07,849558.1,231891.0,137874.0,,,94017.0,,,617667.1,198854.6,166627.8,,,,,,,,,131249.7,,,,,120935.0,,,,113772.7,,6699.7,50131.5,1064009.0,876869.0,153582.0,,24358.2,,31672.5,923178.4,140830.5
1977-09-14,850006.9,231328.0,136564.0,,,94764.0,,,618678.9,198420.7,167182.7,,,,,,,,,131903.5,,,,,121172.0,,,,118650.4,,6627.2,51054.3,1067844.7,875957.2,153677.2,,25088.9,,31967.2,923286.6,144558.1
1977-09-21,852058.1,231127.0,136336.0,,,94791.0,,,620931.1,199232.9,167595.0,,,,,,,,,132174.2,,,,,121929.0,,,,114419.9,,7440.3,49934.0,1066665.8,867215.1,153293.1,,25440.7,,31912.8,915213.0,151452.8
1977-09-28,852745.3,230036.0,134938.0,,,95098.0,,,622709.3,199303.1,168484.2,,,,,,,,,132868.0,,,,,122054.0,,,,118975.2,,7671.7,48646.7,1068859.4,868412.6,153964.6,,26974.3,,31854.1,918135.6,150723.8
1977-10-05,852915.9,229136.0,133682.0,,,95454.0,,,623779.9,199646.4,168721.1,,,,,,,,,133105.4,,,,,122307.0,,,,124416.8,,7770.2,51443.3,1082372.2,889848.6,154592.6,,25534.2,,31465.5,937331.8,145040.5
1977-10-12,855129.9,228811.0,132979.0,,,95832.0,,,626318.9,200452.2,169634.3,,,,,,,,,133658.5,,,,,122573.9,,,,123083.7,,7505.7,51162.5,1081911.3,891403.9,154778.9,,24969.0,,31299.5,938395.8,143515.5
1977-10-19,858933.1,230635.0,134995.0,,,95640.0,,,628298.1,200966.8,170262.5,,,,,,,,,134082.1,,,,,122986.8,,,,113724.9,,7623.0,48846.0,1071824.3,878679.0,155582.0,,25623.6,,31795.8,927619.0,144205.3
1977-10-26,860043.0,230512.0,134399.0,,,96113.0,,,629531.0,202372.6,171054.8,,,,,,,,,134587.8,,,,,121515.7,,,,118426.8,,7470.0,48643.7,1076270.1,871725.0,155481.0,,26831.7,,30987.1,920907.2,155362.9
1977-11-02,861631.3,230029.0,133786.0,,,96243.0,,,631602.3,202823.1,171466.7,,,,,,,,,134965.8,,,,,122346.6,,,,114103.2,,7189.7,50579.9,1075460.9,884070.7,155874.7,,25676.1,,31872.2,932653.4,142807.5
1977-11-09,863647.4,230780.0,134076.0,,,96704.0,,,632867.4,202891.3,171787.9,,,,,,,,,135269.5,,,,,122918.5,,,,115301.0,,6999.8,53841.6,1088780.1,892984.7,156194.7,,26242.5,,31573.3,940307.2,148472.9
1977-11-16,865859.8,231839.0,135469.0,,,96370.0,,,634020.8,202290.8,172562.5,,,,,,,,,135590.0,,,,,123577.5,,,,117329.9,,7209.6,50247.0,1088186.6,897508.0,156665.0,,26252.7,,31177.7,945060.3,143126.3
1977-11-23,866575.4,232167.0,135126.0,,,97041.0,,,634408.4,203207.3,173413.7,,,,,,,,,136316.0,,,,,121471.4,,,,122194.7,,6843.4,50245.3,1087259.3,883087.0,156797.0,,27174.8,,30917.3,930803.0,156456.3
1977-11-30,868997.0,232258.0,135290.0,,,96968.0,,,636739.0,203402.8,173895.7,,,,,,,,,136630.2,,,,,122810.3,,,,117795.7,,6469.9,52648.9,1088681.9,895913.8,157080.8,,27312.0,,31843.9,944005.7,144676.2
1977-12-07,873324.9,234157.0,137487.0,,,96670.0,,,639167.9,204560.1,174203.8,,,,,,,,,136907.8,,,,,123496.2,,,,119084.5,,6688.4,52211.9,1096333.8,893062.7,157694.7,,27849.1,,31001.1,940921.8,155412.0
1977-12-14,875213.2,234285.0,137585.0,,,96700.0,,,640928.2,203756.6,174401.1,,,,,,,,,137710.4,,,,,125060.1,,,,116653.1,,6923.8,52039.3,1097255.9,905484.5,158253.5,,28476.2,,30536.2,953460.2,143795.7
1977-12-21,880202.4,235015.0,137703.0,,,97312.0,,,645187.4,204933.9,175493.9,,,,,,,,,138175.6,,,,,126584.0,,,,122492.9,,7364.1,51524.4,1106260.3,913685.9,158687.9,,29011.5,,31021.3,962893.8,143366.5
1977-12-28,881856.4,234509.0,137341.0,,,97168.0,,,647347.4,205051.2,175754.5,,,,,,,,,138939.7,,,,,127602.0,,,,125216.6,,7594.1,51234.6,1112782.0,920739.1,158446.1,,30171.2,,31992.5,972051.4,140730.6
1978-01-04,881252.4,233020.0,137318.0,,,95702.0,,,648232.4,205628.7,176037.6,,,,,,,,,138935.2,,,,,127631.0,,,,127316.2,,7748.2,52463.4,1113036.6,935324.3,159486.3,,30478.8,,32526.8,986823.8,126212.9
1978-01-11,882266.0,233013.0,136773.0,,,96240.0,,,649253.0,206568.5,177014.0,,,,,,,,,139606.6,,,,,126064.0,,,,118822.4,,7300.7,52265.2,1107882.0,909456.6,160301.6,,29164.8,,31979.5,958933.3,148948.8
1978-01-18,879809.3,232549.0,136344.0,,,96205.0,,,647260.3,206623.4,177576.8,,,,,,,,,140079.1,,,,,122981.0,,,,122119.8,,7227.8,52153.2,1106102.9,909137.0,161644.0,,29032.9,,31931.1,958400.4,147702.5
1978-01-25,881919.6,232211.0,135659.0,,,96552.0,,,649708.6,208087.0,178357.7,,,,,,,,,140639.9,,,,,122624.0,,,,118827.8,,7094.0,51296.3,1104125.5,893227.5,162139.5,,28633.8,,31847.0,941833.9,162291.6
1978-02-01,884204.1,232795.0,137408.0,,,95387.0,,,651409.1,209103.1,179059.1,,,,,,,,,140929.8,,,,,122317.0,,,,122052.7,,6784.5,53500.3,1109237.5,906207.0,163023.0,,28259.0,,32338.9,954368.6,154868.9
1978-02-08,886883.9,232771.0,137164.0,,,95607.0,,,654112.9,209187.8,179539.0,,,,,,,,,141311.0,,,,,124075.0,,,,116578.7,,7052.5,53424.8,1110545.2,902007.6,164182.6,,28984.3,,32847.7,951626.9,158918.2
1978-02-15,887606.0,234081.0,139058.0,,,95023.0,,,653525.0,209691.9,180035.2,,,,,,,,,141831.9,,,,,121966.0,,,,118614.4,,6622.7,50260.9,1105523.7,909950.0,165204.0,,28627.1,,31879.2,958535.2,146988.5
1978-02-22,888443.2,234107.0,138796.0,,,95311.0,,,654336.2,210550.3,180693.6,,,,,,,,,142109.3,,,,,120983.0,,,,124454.7,,6693.6,51230.7,1113298.6,911935.1,165777.1,,29653.8,,31915.1,961364.3,151934.3
1978-03-01,893394.2,234695.0,138996.0,,,95699.0,,,658699.2,212023.1,181337.8,,,,,,,,,142648.3,,,,,122690.0,,,,124331.9,,6929.9,54671.3,1119517.9,918965.0,166771.0,,29635.0,,32785.7,968462.7,151055.2
1978-03-08,897595.0,237063.0,141811.0,,,95252.0,,,660532.0,212835.1,182015.2,,,,,,,,,143116.7,,,,,122565.0,,,,115090.9,,6760.6,55418.3,1117916.8,907560.5,168380.5,,29384.6,,33603.5,957636.4,160280.4
1978-03-15,901551.0,237160.0,141383.0,,,95777.0,,,664391.0,213244.7,182662.3,,,,,,,,,143633.0,,,,,124851.0,,,,124086.5,,6739.2,54388.1,1131892.7,928315.3,169019.3,,29736.6,,33211.9,978208.2,153684.5
1978-03-22,900864.7,235593.0,139357.0,,,96236.0,,,665271.7,213400.3,183338.9,,,,,,,,,144136.5,,,,,124396.0,,,,122678.4,,7027.7,55710.8,1130447.5,914451.1,169924.1,,31226.8,,34240.9,966497.7,163949.8
1978-03-29,903108.8,234724.0,138627.0,,,96097.0,,,668384.8,214626.9,183881.0,,,,,,,,,144680.9,,,,,125196.0,,,,123467.7,,7078.3,54018.5,1131129.2,915228.9,170788.9,,32608.8,,34520.9,968924.3,162205.0
1978-04-05,907900.3,237334.0,142320.0,,,95014.0,,,670566.3,215503.2,184206.6,,,,,,,,,145172.5,,,,,125684.0,,,,127462.9,,7140.9,58455.5,1149658.8,944958.6,172036.6,,30996.5,,34911.4,996737.5,152921.3
1978-04-12,910712.9,239014.0,143344.0,,,95670.0,,,671698.9,216674.8,185130.8,,,,,,,,,145757.4,,,,,124136.0,,,,121139.1,,7079.7,59710.4,1142322.7,935338.5,172578.5,,31086.3,,36108.1,988746.1,153576.5
1978-04-19,914434.5,240091.0,142588.0,,,97503.0,,,674343.5,216815.8,185917.1,,,,,,,,,146336.7,,,,,125274.0,,,,120501.8,,7218.7,58207.0,1148547.9,941265.1,173604.1,,30877.0,,35552.9,994704.7,153843.2
1978-04-26,914922.9,238705.0,140817.0,,,97888.0,,,676217.9,217806.9,186614.4,,,,,,,,,147309.6,,,,,124487.0,,,,122364.8,,7424.5,57900.8,1145097.8,929482.3,174363.3,,32237.5,,35594.7,984651.0,160446.8
1978-05-03,916170.1,238326.0,140658.0,,,97668.0,,,677844.1,218334.7,187509.2,,,,,,,,,147687.3,,,,,124313.0,,,,125557.7,,7406.0,58624.7,1150364.9,938862.2,175522.2,,32804.6,,36957.0,996352.1,154012.8
1978-05-10,918361.7,238554.0,140803.0,,,97751.0,,,679807.7,219242.7,188140.3,,,,,,,,,148299.7,,,,,124125.0,,,,126098.1,,7173.8,58988.5,1153578.2,930458.1,175783.1,,33815.4,,37960.9,990294.3,163283.9
1978-05-17,918832.0,235792.0,137757.0,,,98035.0,,,683040.0,219471.0,188783.0,,,,,,,,,148749.0,,,,,126037.0,,,,122694.7,,7215.6,57507.1,1153271.2,934473.0,176137.0,,34427.3,,38489.7,996272.0,156999.2
1978-05-24,921107.7,235546.0,137317.0,,,98229.0,,,685561.7,220686.0,189450.8,,,,,,,,,149449.9,,,,,125975.0,,,,127933.2,,7476.9,56651.0,1157144.2,926145.5,176833.5,,36007.7,,38287.4,989729.7,167414.5
1978-05-31,927573.4,236600.0,137685.0,,,98915.0,,,690973.4,223087.6,190135.1,,,,,,,,,150101.7,,,,,127649.0,,,,143270.4,,7306.4,58579.7,1184417.7,965738.6,177144.6,,36063.9,,39272.4,1029994.5,154423.2
1978-06-07,930708.2,238174.0,139427.0,,,98747.0,,,692534.2,223164.1,191013.6,,,,,,,,,150315.6,,,,,128041.0,,,,128221.2,,7547.9,59489.2,1173409.6,946889.1,178284.1,,35261.2,,38719.9,1009676.1,163733.5
1978-06-14,932081.1,238994.0,140035.0,,,98959.0,,,693087.1,222827.0,191738.0,,,,,,,,,151240.1,,,,,127282.0,,,,124707.3,,7820.3,58631.7,1170735.0,954997.0,178624.0,,34847.3,,38907.6,1017732.8,153002.2
1978-06-21,934971.9,238017.0,139560.0,,,98457.0,,,696954.9,223247.3,192585.4,,,,,,,,,152135.2,,,,,128987.0,,,,131302.0,,8204.7,56197.2,1174230.3,953654.9,178364.9,,34759.6,,38757.7,1016298.0,157932.3
1978-06-28,937567.2,236586.0,137628.0,,,98958.0,,,700981.2,224365.8,192793.8,,,,,,,,,153140.6,,,,,130681.0,,,,128585.4,,8378.8,56372.6,1174169.1,949654.5,178838.5,,36379.3,,39284.5,1014186.6,159982.5
1978-07-05,938949.7,235754.0,137560.0,,,98194.0,,,703195.7,224523.2,193132.9,,,,,,,,,153581.6,,,,,131958.0,,,,131320.5,,8249.6,57036.5,1182981.4,987745.8,180107.8,,34341.3,,39660.1,1050216.4,132765.0
1978-07-12,940137.0,236012.0,137596.0,,,98416.0,,,704125.0,225578.6,194195.4,,,,,,,,,154163.0,,,,,130188.0,,,,129084.0,,7848.6,58570.7,1178233.2,961228.7,180837.7,,34445.0,,39490.5,1023847.1,154386.2
1978-07-19,941296.0,236185.0,137728.0,,,98457.0,,,705111.0,226049.1,195015.4,,,,,,,,,154731.5,,,,,129315.0,,,,132783.8,,7923.6,57569.7,1178476.2,957432.5,181012.5,,35625.9,,40469.0,1022830.8,155645.5
1978-07-26,944436.3,236395.0,137790.0,,,98605.0,,,708041.3,227252.9,196044.9,,,,,,,,,155444.6,,,,,129299.0,,,,123198.5,,7905.3,57890.0,1177892.6,947668.3,180983.3,,35772.4,,40175.8,1013071.4,164821.2
1978-08-02,944782.0,236055.0,137802.0,,,98253.0,,,708727.0,227643.7,196592.1,,,,,,,,,156066.2,,,,,128425.0,,,,130174.2,,7787.5,60223.0,1183471.2,959920.8,181598.8,,35161.3,,40679.3,1025016.5,158454.7
1978-08-09,944828.0,235858.0,137310.0,,,98548.0,,,708970.0,227413.8,197447.2,,,,,,,,,156866.0,,,,,127243.0,,,,125953.1,,7796.2,60770.9,1183716.2,950598.5,181829.5,,34584.8,,40877.6,1015285.9,168430.2
1978-08-16,948056.7,236148.0,138065.0,,,98083.0,,,711908.7,227940.5,198046.4,,,,,,,,,157681.7,,,,,128240.0,,,,131063.6,,7924.8,59102.5,1191902.9,962520.5,181592.5,,34879.7,,40658.4,1027863.1,164039.8
1978-08-23,949670.5,236135.0,137920.0,,,98215.0,,,713535.5,228783.5,198727.2,,,,,,,,,158316.7,,,,,127708.0,,,,131466.4,,7885.9,59995.8,1189574.2,947219.0,181918.0,,35348.5,,40601.2,1012500.2,177074.1
1978-08-30,951984.6,236394.0,137215.0,,,99179.0,,,715590.6,229260.4,199341.3,,,,,,,,,159776.9,,,,,127212.0,,,,129134.2,,7904.2,59087.4,1188591.0,953396.3,182638.3,,35280.9,,40966.3,1019198.4,169392.6
1978-09-06,956527.8,238374.0,138932.0,,,99442.0,,,718153.8,230155.6,199962.2,,,,,,,,,159219.1,,,,,128817.0,,,,134589.5,,8155.1,59928.7,1206184.5,982102.8,183285.8,,34534.3,,41893.4,1048370.4,157814.0
1978-09-13,958085.0,238444.0,138896.0,,,99548.0,,,719641.0,229667.2,200497.1,,,,,,,,,159287.7,,,,,130189.0,,,,128804.7,,8195.2,61343.5,1199148.3,972632.1,184268.1,,34846.1,,41596.0,1038694.1,160454.2
1978-09-20,963211.9,239484.0,139867.0,,,99617.0,,,723727.9,230576.6,201145.5,,,,,,,,,159388.7,,,,,132617.0,,,,130043.9,,8718.3,60962.0,1206625.6,974063.7,183592.7,,35956.2,,41600.9,1041331.2,165294.4
1978-09-27,965643.7,238531.0,138719.0,,,99812.0,,,727112.7,230986.5,201903.5,,,,,,,,,159600.6,,,,,134622.0,,,,133770.5,,9265.9,60517.0,1212195.0,969684.8,182899.8,,36868.1,,42019.5,1038636.8,173558.1
1978-10-04,966243.6,238118.0,138923.0,,,99195.0,,,728125.6,231829.1,202791.7,,,,,,,,,160590.8,,,,,132914.0,,,,135648.8,,9473.3,60996.0,1218689.3,987183.9,182992.9,,35414.8,,43394.2,1056576.3,162113.0
1978-10-11,970052.2,238587.0,138374.0,,,100213.0,,,731465.2,232527.9,203677.9,,,,,,,,,161643.4,,,,,133616.0,,,,136602.1,,9435.9,62312.4,1221256.3,985704.4,182775.4,,36468.7,,42873.2,1055512.9,165743.4
1978-10-18,970696.3,238178.0,137957.0,,,100221.0,,,732518.3,232304.5,204427.3,,,,,,,,,162443.6,,,,,133343.0,,,,123466.8,,9314.2,61958.3,1207851.4,977020.5,183908.5,,37150.0,,42528.9,1047262.6,160588.8
1978-10-25,973875.9,238284.0,137870.0,,,100414.0,,,735591.9,233504.6,205236.3,,,,,,,,,163457.0,,,,,133394.0,,,,138852.2,,9866.0,59958.3,1227882.7,971506.1,184840.1,,38961.4,,43229.3,1044777.8,183104.8
1978-11-01,979009.3,238000.0,137524.0,,,100476.0,,,741009.3,234166.0,205902.1,,,,,,,,,163444.2,,,,,137497.0,,,,132153.7,,9836.0,61700.6,1224431.1,987418.9,186315.9,,38622.5,,43912.1,1060778.4,163652.7
1978-11-08,978610.0,238240.0,137789.0,,,100451.0,,,740370.0,235032.2,206625.1,,,,,,,,,163490.7,,,,,135222.0,,,,132891.6,,10401.2,64600.5,1237322.0,995327.5,187286.5,,38058.8,,45197.2,1068833.8,168488.3
1978-11-15,983612.0,239646.0,139350.0,,,100296.0,,,743966.0,235343.1,207247.6,,,,,,,,,163670.3,,,,,137705.0,,,,131847.8,,10300.0,63699.8,1236015.2,996788.6,188327.6,,38775.6,,45384.3,1071103.9,164911.3
1978-11-22,985961.7,238919.0,138147.0,,,100772.0,,,747042.7,236308.3,207886.1,,,,,,,,,163692.3,,,,,139156.0,,,,136609.4,,10787.8,63668.4,1243709.7,985012.6,188575.6,,37574.6,,45006.8,1057690.2,186019.5
1978-11-29,987747.2,238840.0,138005.0,,,100835.0,,,748907.2,236510.2,208534.7,,,,,,,,,163738.3,,,,,140124.0,,,,129841.7,,10905.0,61790.2,1233822.9,979429.5,188861.5,,40142.1,,45493.4,1055448.2,178374.7
1978-12-06,989436.0,238666.0,137804.0,,,100862.0,,,750770.0,237663.1,209609.7,,,,,,,,,164098.3,,,,,139399.0,,,,134391.0,,10636.4,63069.3,1244379.6,994721.0,189343.0,,41019.9,,45379.0,1071046.8,173332.8
1978-12-13,993033.8,240020.0,138537.0,,,101483.0,,,753013.8,236795.5,210056.3,,,,,,,,,164252.9,,,,,141909.0,,,,133979.1,,10289.1,63037.0,1244559.9,997202.8,189733.8,,42821.1,,44769.6,1074140.5,170419.4
